class,text
Bangkok,               Located at the east of Bangkok is Chachoengsao a small province with many interesting attractions and activities Tourists can pay homage to Luang Pho Sothon Buddha Image at Wat Sothon Wararam Worawihan watch flying foxes also known as fruit bat at wat pho see the golden church at Wat Paknam Jolo and pray to the giant reclining of Ganesh statue at Wat Saman Rattanaram There are also old markets for you to visit and shop such as Ban Mai Market Nakhon Nuang Khet Market and Khlong Suan Market 
Bangkok,               Located at the south of Bangkok are Samut Prakan Province and the Gulf of Thailand There are many tourist attractions such as Bang Pu Ancient City and Samut Prakan Crocodile Farm and Zoo 
Bangkok,               Located at the west Bangkok are Samut Sakhon and Nakhon Pathom provinces Tourist attractions include Don Kai Dee Benjarong Village Phra Pathom Chedi Sanam Chandra Palace Don Wai Floating Market Sampran Riverside and Thai Human Imagery Museum 
Bangkok,               Things to do in Bangkok 
Bangkok,               There are great varieties of tourist attractions in Bangkok mostly Historical attractions and Temples with elaborate architectures and arts The most famous temples include Wat Phra Kaew Wat Pho wat arun Wat Phu Khao Thong Wat Ratchanadda Wat Traimit Wat Benchamabophit Wat Bowon and Wat Sutat 
Bangkok,               There are palaces museums parks and a wide array of Shopping centers from luxury malls to flea markets and street markets such as Chatuchak Weekend Market Sampeng Market and Pahurat Textile Market 
Bangkok,               Bangkok nightlife is another highlight that has attracted many tourists from all over the world 
Bangkok,               Invariably every Thailand holiday includes a visit to the Kingdom s capital city Bangkok or Krung Thep the city of angels as it is known to its inhabitants Many tourists who travel to Bangkok are immediately overwhelmed by the sheer size of the city and the vast number of attractions Bangkok has to offer Indeed there is a wide variety of Bangkok sightseeing opportunities spanning more than two centuries of rapid development following the city s founding in 1782 by King Rama I 
Bangkok,               the first king of the present Chakri dynasty Since that auspicious date Bangkok has swelled to a cosmopolitan 21st century city of more than ten million inhabitants While the immensity of the city and its bustling streets can be intimidating at first those who spend some time in Bangkok are quickly enamored by the myriad of attractions Bangkok contains from exotic temples which underscore Thailand s strong Buddhist History to modern shopping malls which make shopping an integral part of any Bangkok holiday Situated in the heart of Bangkok s Rattanakosin Island the gleaming spires of the Grand Palace are conveniently located nearby Bangkok s most spectacular temples including the Temple of the Emerald Buddha Wat Phra Kaeo the Temple of Dawn Wat Arun and Wat Pho which features an enormous reclining Buddha and was home of the first Thai massage school in the kingdom These iconic destinations are top attractions to all visitors who travel to Bangkok looking to appreciate Thailand s unique cultural traditions In fact there are more than 400 functioning Buddhist temples throughout the city and it s not uncommon when you travel in 
Bangkok,               Bangkok to spot saffron robed monks collecting morning alms or traveling throughout the city including along the Chao Phraya River or the River of Kings which passes alongside the Temple of the Dawn The winding Chao Phraya is connected by numerous canals from which Bangkok has earned its nickname the Venice of the East When you travel around Bangkok a cruise on the Chao Phraya River a visit to a floating market or an exploration of the city s back alley canals khlongs are themselves unique Bangkok attractions Other historical and cultural Bangkok sightseeing must sees include the National Museum Vimanmek 
Bangkok,               Bangkok shopping malls when you travel to Bangkok you are guaranteed a fascinating experience of both old world charm and modern convenience and luxury 
Bangkok,               Siam Ocean World is on the 1st and 2nd floors of the Siam Paragon Mall It is the largest aquarium in Southeast Asia exhibiting more than 30 000 species worldwide 
Bangkok,               Bangkok the capital of Thailand is one of the world s top tourist destination cities 
Bangkok,               If you only visit one major historical tourist attraction in Bangkok this should be the one The royal compound lives up to its name with spectacular structures that would put the most decadent modern monarchs to shame It s also the home of Wat Phra Kaeo which houses the Jade or Emerald Buddha 
Bangkok,               Built in 1782 the grand palace was the royal residence for generations and is still used for important ceremonies and accommodating heads of state Dress modestly when visiting the Grand Palace which basically means covering your arms and legs and avoiding any sloppy attire 
Bangkok,               To avoid any hassle and to make the most of your visit take the Grand Palace and Wat Phra Kaew Tour This is a half day sightseeing tour either morning or afternoon with pickup from your hotel and a local guide to put what you are seeing in context Without a guide it s easy to miss important features or not fully understand the relevance of what you are seeing and the hotel pickup makes the whole experience that much simpler 
Bangkok,               Located immediately south of the Grand Palace precinct Wat Pho makes an excellent addition to your palace tour provided your feet are up for more walking 
Bangkok,               The temple was built by King Rama I and is the oldest in Bangkok It has long been considered a place of healing and was famous centuries ago for its pharmacy and as Thailand s first university both established by King Rama III You can get a Thai or foot massage at the traditional medical school on the premises but the prices are significantly higher than what you will find at massage parlors elsewhere in the city 
Bangkok,               Today Wat Pho is best known for the Temple of the Reclining Buddha where you ll find a statue so big 45 meters long and 15 meters high it cannot be viewed in its entirety but only appreciated in sections 
Bangkok,               The soles of the feet inlaid with a myriad of precious stones are particularly beautiful Look also for the long earlobes signifying noble birth and the lotus bud configuration of the hand to symbolize purity and beauty 
Venice,               Venice s historic buildings are crisscrossed by hundreds of canals This gives the city a romantic feel that has attracted tourists for hundreds of years Until the 20th century this was not an issue as only the wealthy could afford to travel but now mass market tourism is straining the city s resources Overcrowded walkways congested canals and long queues to visitor attractions are the new normal 
Venice,               Venice or Venezia in Italian is built on more than 100 small islands The canals and surrounding lagoon are tidal and salty and form part of a natural marsh flood plain The city grew because of its strategic location as a trading point between East and West Its architecture reflects the affluence and diverse origins of its settlers They accumulated huge wealth through trading in precious metals gemstones glass and silk 
Venice,               Venice suffers from a major environmental issue The land is boggy and the city is slowly sinking The buildings don t have proper foundations and are gradually subsiding into the waters of the lagoon 
Venice,               The impact of tourism and climate change on the city are clearly visible Walking routes around the city can change depending on the extent of the flooding You should take an up to date guide book with you 
Venice,               Venice is a city of immense beauty and historical significance but it is also unique and not like any other city in Italy As the capital of the Veneto Region of Northern Italy Venice actually lies on 117 small islands that are connected by a series of bridges and separated by a network of canals With a population of around 250 000 Venice is not one of the largest cities in Veneto but it is one of the most visited tourist destinations in the country 
Venice,               During the Middle Ages and the Italian Renaissance Venice was an extremely powerful stronghold and served as a major financial and military centre Furthermore it was a place that saw great cultural and artistic development and was renowned worldwide 
Venice,               Easily the most renowned and famous building in Venice St Mark s Basilica is a sublime piece of architecture that has stood the test of time since its creation in 1092 and remains one of the most important religious buildings in Northern Italy very aspect of this church is fantastic From the ornate detail sculptures and artwork of the front facade to the beautifully painted frescos and Byzantine works of art on the inside of the domed ceiling 
Venice,               Located in the Piazza San Marco this basilica is easily accessible from the grand canal and is one of the best known surviving examples of Italian Byzantine architecture 
Venice,               Whilst St Mark s Basilica is the most famous building in Venice St Mark s Square is the most famous piazza 
Venice,               Located on the grand canal opposite the island of San Giorgio Maggiore this square holds huge importance in Venice and is a truly spectacular place to visit Surrounding the Piazza is a series of ornate buildings with arched walkways that frame it perfectly Furthermore several important buildings are located on the square including St Mark s Campanile St Mark s Basilica Doge s Palace and Torre dell Orologio 
Venice,               This square really is the perfect place to start your tour of Venice and tick off some of its most impressive sights 
Venice,               Venice has literally hundreds of canals that connect the various islands that make up the city the largest of which is the Canale Grande This monumental canal is more like a river and it passes from one side of Venice to the other and snakes through the centre in a large S bend shape 
Venice,               Over 170 buildings dating from as early as the 13th century line the banks of the canal and it has served as an important waterway in the city for hundreds of years Only four bridges span the grand canal as generally people and tourists travel along the canal not over it 
Venice,               Consider walking along sections of the canal admiring the buildings that line it and watching the busy water traffic of Venice 
Venice,               As one of the bridges that spans the impressive Grand Canal the Ponte di Rialto is undoubtedly the most famous and iconic 
Venice,               Connecting the San Marco and San Polo districts of Venice the bridge is an important pedestrian thoroughfare but also a hugely popular tourist attraction Originally a wooden bridge this culmination stood for hundreds of years until it collapsed in 1524 After this incident an ornate stone bridge was built that still stands today 
Venice,               The detail and design of the bridge is simply beautiful and its symmetry perfectly frames the grand canal 
Venice,               Furthermore the is also a series of shops on the bridge that sell a range of wares from souvenirs to jewellery 
Venice,               Located opposite the Ponte dell Accademia on the Grande Canal this museum hosts a fine collection of pre 19th century art and features works by artists such as Bellini Canaletto and Titian 
Venice,               The building that the gallery is housed was formerly a convent an was converted to the museum in the mid to late 1700 s For those who love Renaissance art and iconic masterpieces this gallery delivers Possibly its best known piece is the Vitruvian Man by Da Vinci which shows the ideal proportions of man 
Venice,               Other notable works include the Resurrection by Tintoretto Virgin and the Child by Titian and the Battle of Lepanto by Veronese 
Venice,               St Mark s Square is the heart of Venice From here you can easily visit most of the other main sites The best things to do here Take a 360 panorama photo feed or run through the pigeons and go people watching 
Venice,               The Campanile is the bell tower that dominates the skyline of Venice The only way to the top is by elevator From the top your reward is one of the best views of the city 
Venice,               Spanning the Grand Canal the Ponte di Rialto is Venice s most popular bridge From the top of the bridge enjoy another fantastic iconic view of this city See it at sunrise see it at sunset join the crowds of tourists in the middle of the day Watching the gondolas vaporettos and ferries travel up and down the Grand Canal from this spot is mesmerizing 
Venice,               Expect to share this space with a lot of other travelers Find a spot take lots of selfie photos and smile because you are in Venice 
Amsterdam,               There are endless things to do in Amsterdam in any weather and many of the most rewarding experiences lie beyond the well trodden tourist paths of the city centre To lead you through the wealth of wonders we ve whittled down the selection to this essential guide 
Amsterdam,               Many of the museums and sights included are covered by the I amsterdam City Card a handy visitor pass which gets you free entry to Amsterdam s most popular attractions plus free public transport for the duration of your stay 
Amsterdam,               Often cited as Amsterdam s most charming neighbourhood wandering into the Jordaan feels like stepping back in time Originally a working class area the Jordaan s narrow streets and quaint buildings now make up one of Amsterdam s most desirable quarters dotted with independent art galleries antique shops courtyard gardens and atmospheric bars and restaurants Ditch the map and lose yourself in the labyrinth of narrow lanes that sprawl eastwards from Prinsengracht canal known as the 9 Streets one of Amsterdam s most rewarding shopping experiences 
Amsterdam,               There are over 800 000 bicycles in Amsterdam That s more bikes than people Cycling in Amsterdam is a way of life made easier by the city s unbeatable network of cycle routes and flat landscape Amsterdam regularly comes out on top in lists of the world s most cycle friendly cities and there s no finer way to explore the region s attractions than by pedal power Hop on your bike and head to Sloterplas for a dip in the sprawling lake or cycle over to Ouderkerk aan de Amstel to explore a 12th century village idyll packed with historic sights Many of Amsterdam s best kept secrets can be discovered from the comfort of your saddle 
Amsterdam,               Raw herring may sound a little scary to the uninitiated but every visitor to Amsterdam should give it a go You ll spot haringhandels herring carts serving up this Dutch specialty all over the city ask for a broodje haring to get the fish served in a small sandwich with pickles and onions The best time to try raw herring is between May and July when the herring is said to be at its sweetest Still hungry See if you can taste your way through all of these traditional Dutch snacks during your visit 
Amsterdam,               If you re in town for more than a few days then plan a day trip to explore the diverse attractions of the surrounding area Just a short hop from Amsterdam lies a rich landscape of gorgeous countryside beaches windmills and historic towns all easily reachable from the city centre Just 20 minutes from Amsterdam Central by train the picturesque city of Haarlem overflows with history and culture plus a great selection of shops cafes and restaurants And if lying on a beach is more your thing then the beautiful golden stretches at Bloemendaal aan Zee and Zandvoort aan Zee will be happy to oblige with golden sands dunes and plenty of watersports Looking for picture perfect views of windmills rolling grassland and winding canals Set your sights on the Zaanse Schans a pastoral paradise that s so photogenic it is basically why Instagram was invented 
Amsterdam,               Located at Westerpark this sprawling complex of former industrial buildings used to be the city s municipal gasworks Now transformed into a colourful cultural hub Westergas is home to a variety of tempting bars restaurants coffee roasters a microbrewery art house cinema and a whole host of creative businesses Look out for regular food markets mini festivals and events held here such as the vibrant Sunday market held on the first Sunday of every month 
Amsterdam,               Home to the Rijksmuseum the Van Gogh Museum the Stedelijk Museum and The Royal Concertgebouw Museumplein is the cultural beating heart of Amsterdam Recently renovated to a world class standard the leafy and architecturally astounding 19th century district of Oud Zuid is an art lover s utopia The open square between the buildings pulses with activity all day with open air exhibitions markets and a large paddling pool to dip your toes into on warmer days In the winter months the square transforms with a vast outdoor ice rink Get free entry to the museums with the I amsterdam City Card 
Amsterdam,               Created in the 17th century to keep the sea at bay Amsterdam s UNESCO protected canal belt is the quintessential postcard perfect vision of Amsterdam It is an unbelievably pretty sight especially after sundown when the bridges are lit up by fairy lights and the whole area takes on a magical feel Floating along the canals by guided boat tour is a great way to get under the fabric of the city and you ll learn lots of fascinating facts along the way such as why the tilting homes along the canals are known as dancing houses There are many different canal cruises on offer from hop on hop off sightseeing tours to atmospheric candlelit night time cruises with food and wine Get a free canal cruise with the I amsterdam City Card or book a canal cruise online with the Canal Cruise Ticket 
Amsterdam,               There are eight remaining windmills in Amsterdam and the easiest to visit is De Gooyer in the Oostelijke Eilanden Eastern Islands neighbourhood And this isn t just any windmill for under the sails of this striking landmark is Brouwerij t IJ an award winning artisan microbrewery with a large outdoor drinking terrace and 30 minute guided tasting tours The brewery produces a range of organic standard and seasonal ales that you ll find in many Amsterdam bars though nothing tastes quite as good as beer brewed on the premises Just try to pace yourself because the city is brimming with craft beer bars and microbreweries that will beckon you in for one more frothy fluitje 
Amsterdam,               Many visitors to Amsterdam never manage to venture north of Amsterdam Central Station which is a shame considering the vibrant food drink and cultural scene that s burgeoned across the water A short free ferry trip will take you to several drop off points including cultural hotspot NDSM where you can enjoy a host of hip waterside hangouts frequent festivals and events 
Amsterdam,               Whether you like listening to live music in a majestic concert hall or an intimate dive bar Amsterdam has you covered in high style Housed in a converted church Paradiso has hosted iconic acts like The Rolling Stones and The Sex Pistols and continues to showcase a superb roster of international talent An impressive grand dame Concertgebouw is lauded for its excellent acoustics and lineup of world class orchestras alongside a wide variety of popular musicians Over at the Roode Bioscoop a 100 year old former cinema the cosy space allows the audience to really connect with the acoustic artists De School s basement nightclub located in the school s former bike storage draws a young crowd of music aficionados thanks to its eclectic programme of live music and 24 hour license 
Amsterdam,               Once a base for a munitions factory Zaandam s Hembrugterrein is quickly transforming into a haven for Amsterdam s creative set with several restaurants museums and artistic venues all set on a plum spot lining the shores of the North Sea Canal Thursday to Sunday a direct ferry runs from Central Station to Het HEM the cultural complex that s at the heart of this thrumming new neighbourhood Het HEM has a variety of exhibition spaces where the work of talented local artists is on proud display along with a living room with a library a caf with a reading table and lakeside terrace a hi fi record bar and Restaurant Europa serving up North Sea delights 
Amsterdam,               Toast to Amsterdam s impressive architecture and stunning skyline with cocktails at one of the city s stylish rooftop bars The panorama vista will be as dizzying as the drinks at Juniper Kin Cocktail Bar juniperandkin nl located on the 21st floor of QO hotel Looking for an even more immersive experience Soak in the sprawling vista while you take a dip in one of the alfresco jacuzzis at Canvas Volkshotel s terrace bar that s known for its affordable drinks and priceless view of Amsterdam Or swing on over to A DAM Tower for icy sundowners at Panorama Restaurant Madam You ll feel like you are on top of the world 
Amsterdam,               There are many castles palaces and fortresses in the Amsterdam Area that provide a window into the region s regal past and will make you feel like the star of your own fairytale The Royal Palace Amsterdam is King Willem Alexander s official reception palace where world leaders and heads of state are hosted and entertained but it is also open to visitors much of the year Just 15 kilometres southeast of the city you ll find Muiderslot a 13th century castle that looks like it could have been plucked from a Disney movie with its five towers moat and drawbridge Over in Utrecht the 14th century De Haar Castle was updated with impressive turrets and towers in the 19th century courtesy of Pierre Cuypers the famous Rijksmuseum architect 
Tokyo,               is Japan s capital and the world s most populous metropolis It is also one of Japan s 47 prefectures consisting of 23 central city wards and multiple cities towns and villages west of the city center The Izu and Ogasawara Islands are also part of Tokyo 
Tokyo,               Prior to 1868 Tokyo was known as Edo 
Tokyo,               A small castle town in the 16th century Edo became Japan s political center in 1603 when Tokugawa Ieyasu established his feudal government there A few decades later Edo had grown into one of the world s most populous cities With the Meiji Restoration of 1868 the emperor and capital moved from Kyoto to Edo which was renamed Tokyo Eastern Capital Large parts of Tokyo were destroyed in the Great Kanto Earthquake of 1923 and in the air raids of 1945 
Tokyo,               Today Tokyo offers a seemingly unlimited choice of shopping entertainment culture and dining to its visitors The city s history can be appreciated in districts such as Asakusa and in many excellent museums historic temples and gardens Contrary to common perception Tokyo also offers a number of attractive green spaces in the city center and within relatively short train rides at its outskirts 
Tokyo,               sukiji Outer Market Tsukiji J gai Shij is a district adjacent to the site of the former Tsukiji Wholesale Market It consists of a few blocks of wholseale and retail shops as well as restaurants crowded along narrow lanes Here you can find fresh and processed seafood and produce alongside food related goods such as knives 
Tokyo,                visit to Tsukiji Outer Market is best combined with a fresh sushi breakfast or lunch at one of the local restaurants The restaurants are typically open from 5 00 in the morning to around noon or early afternoon Because most of the fish served and sold at Tsukiji Outer Market is delivered directly from Toyosu Market this is one of the best places in Tokyo to enjoy fresh seafood 
Tokyo,               Tsukiji Outer Market is located a short walk from either Tsukiji Shijo Station on the Oedo Subway Line or Tsukiji Station on the Hibiya Subway Line The closest JR station is Shimbashi from where you can walk to the market in about 20 minutes 
Tokyo,               Take the Oedo Subway Line directly from Shinjuku Station to Tsukiji Shijo Station The one way trip takes 20 minutes and costs 280 yen 
Tokyo,               Koishikawa Korakuen Koishikawa K rakuen is one of Tokyo s oldest and best Japanese gardens It was built in the early Edo Period 1600 1867 at the Tokyo residence of the Mito branch of the ruling Tokugawa family Like its namesake in Okayama the garden was named Korakuen after a poem encouraging a ruler to enjoy pleasure only after achieving happiness for his people Koishikawa is the district in which the garden is located in 
Tokyo,               Like most traditional Japanese gardens Koishikawa Korakuen attempts to reproduce famous landscapes in miniature using ponds stones trees and manmade hills to replicate both Japanese and Chinese scenery A network of walking trails leads around to prescribed viewpoints from which visitors are meant to view the garden which despite the relatively unobtrusive modern backdrop of Tokyo Dome and other buildings in the distance remains a beautiful natural escape from urban Tokyo 
Tokyo,               Koishikawa Korakuen is attractive throughout the year but is especially so in late November and early December during the fall color season Dozens of maple trees are planted around the garden s three ponds which turn vibrant shades of orange and red There is also a small almost hidden grove of ginkgo trees near the southeast corner of the gardens that turn a golden yellow during autumn 
Tokyo,               The garden is also nice during the plum season from mid February through March and during the cherry blossom season which usually takes place in late March and early April and features several early blooming weeping cherry trees around the garden s entrance gate A rice field can also be found toward the rear of the garden 
Tokyo,               Koishikawa Korakuen is a 5 10 minute walk from Iidabashi Station along the JR Chuo Line local trains only and the Tozai Yurakucho Namboku and Oedo Subway Lines a 5 10 minute walk from JR Suidobashi Station along the JR Chuo Line local trains only or a 10 minute walk from Korakuen Station along the Marunouchi and Namboku Subway Lines 
Tokyo,               You might call it the Tokyo Metropolitan Government Building but locals refer to it simply as Toch Either way the building is a complex of three different structures within which most of the government of Tokyo works each day Designed by the architect Kenzo Tange Toch is a staggering 48 stories tall but at 33 stories there is a split This gives the building the look of a Gothic cathedral but there is still no doubt that it is a contemporary structure It offers an observation platform where you can admire the sprawling district of Shinjuku below you On a clear day you might even catch a glimpse of Mount Fuji to the west Access is free 
Tokyo,               Within the Chiyoda Ward of Tokyo is a place known as Akihabara a major shopping and electronics district While plenty of local residents flock here for all sorts of reasons it is definitely a top pick for travelers especially if you re looking to experience a different side of Japanese culture Akihabara is known primarily for two things Tech shops and otaku culture If you re fascinated by the tech savvy Japanese then Akihabara is the place to see the new and wonderful in technology As a center of Japanese otaku and anime culture there are dozens of stores specializing in anime manga and other collectables There are also several maid cafes where employees dress as maids and act like different anime characters 
Tokyo,               The Emperor of Japan s primary residence is the extraordinary Imperial Palace in Tokyo Far more than just a single palace the area is a sprawling park occupying a staggering amount of land in the heart of the metropolis Many of the outer gardens are open and free to the public allowing you to stroll through green parks admiring the water filled moat and cherry trees all around you In April when cherry blossoms are in full bloom this becomes one of the best spots in the city for photography In the past the Imperial Palace was known as Edo Castle home to samurai warriors 
Tokyo,               It might come as a surprise to you to find an Eiffel Tower inspired structure in the middle of Tokyo Yet there it is The lattice tower painted in bright orange and white is the second tallest structure in all of Japan and it is one of the most easily recognizable landmarks in the city Built in just 1958 Tokyo Tower is primarily used for communication and broadcasting However it is possible for you to visit one of the two observation decks both of which can offer a spectacular view of the city below 
Tokyo,               The ward of Shibuya in Tokyo is known for its busyness and its abundance of shops restaurants and nightlife that operates virtually 24 7 365 days a year A must see part of Shibuya is the enormous pedestrian crossing directly in front of the Shibuya Station s Hachiko Exit Giant neon screens above display advertisements in bold colors with flashing lights and the pedestrian crossing is flooded with people at every change of the stoplight You might recognize the Shibuya area from films or television shows because it is the perfect way to convey the population density of this enormous city 
Tokyo,               When many people think of Japan what comes to mind is the skyscrapers the bustling streets and the big shopping areas That s why it is such a delight to come across the Shinjuku Gyoen National Garden an area that belonged to the Nait family in the Edo period Today the gardens are open to the public There are three beautiful and distinct landscape designs visible in Shinjuku Gyoen National Garden English garden landscaping French formal landscaping and traditional Japanese gardening You can have a picnic stroll along the paved walkways admire the large greenhouses or just stop to see the over 20 000 cherry trees that fill the gardens 
Seoul,               Seoul is one of the most exciting mega cities in Asia and a major travel destination in the coming years due to the Winter Olympics 2018 Head to Seoul and you ll find a mix of traditional and modern with countless attractions and sites to explore for any taste Here are the top 20 must visit attractions in Seoul 
Seoul,               You might be surprised that Seoul has not only one but five main palaces Gyeongbokgung is the largest and most important of them all Often compared to the Forbidden City in Beijing Gyeongbokgung is a large palace complex that also houses the National Folk Museum of Korea If you wear a traditional hanbok dress which you can rent around town you get free admission 
Seoul,               This lovely square is located in front of Gwanghwamun Gate the main gate of Gyeongbokgung Palace The square features a large statue of King Sejong The Great the inventor of Korea s Hangul alphabet as well as statues of some of his other inventions 
Seoul,               In between Gyeongbokgung and Changdeokgung lies a picturesque village featuring over 400 traditional Korean houses called hanok The village features small cafes restaurants and shops offering handmade crafts and souvenirs You can also find a couple of traditional teahouses in this area 
Seoul,               Amid the celebrity owned apartments on the leafy southern slope of Namsan is Korea s premier art gallery Beautifully designed and laid out it balances modern and contemporary art with traditional Korean art across 
Seoul,               One of Seoul s five grand palaces built during the Joseon dynasty Deoksugung meaning Palace of Virtuous Longevity is the only one you can visit in the evening and see the buildings illuminated It first served as 
Seoul,               This huge museum documents the history of the Korean War 1950 53 using multimedia exhibits and black and white documentary footage along with artefacts like weapons uniforms and maps Outside a sombre memorial 
Seoul,               Located in the heart of ritzy Gangnam the shrines and halls of the Buddhist temple Bongeun sa with its tree filled hillside location stand in direct juxtaposition to its corporate high rise surrounds Founded in 
Seoul,               Designed by the late Zaha Hadid this neofuturistic cultural complex was commissioned to replace the Dongdaemun Stadium built during Japanese rule in the 1920s Dubbed the largest three dimensional atypical struc 
Seoul,               This 6 3km park named for the former Gyeongui Line on which it was built is a narrow long green space that runs along the discarded railroad tracks above Gajwa Station to Hyochang Park station Within are nooks 
Seoul,               A score of centuries old stone sentinels stand guard on the hillside at this terrific museum overlooking Seongbuk dong A road winds through sculpted gardens revealing collections of various stone figures as you go 
Seoul,               Built in 1908 this former prison is a potent symbol of Korean suffering at the hands of Japan during colonial occupation in the early 20th century However it was also used by Korea s various postwar dictators up 
Seoul,               You need to apply several days in advance via a reservation page on the website to visit this museum but you absolutely should to admire the fabulous collection of Joseon dynasty chests bookcases chairs and 
Seoul,               Rising almost 500 meters above the city this communications and observation tower provides dramatic views of the city from its perch on the side of Mount Namsan A cable car whisks you up the side of the mountain to the base of the tower From here you can go up in the tower and visit any one of four observation decks one of which is a rotating restaurant 
Seoul,               There are two restaurants at the tower and of course several gift shops There s even a digital observatory where people with height issues can experience a live 360 degree view through the use of 32 LED screens and cameras mounted at the tower s top 
Seoul,               The views from the tower are great but so are the views of the tower from most parts of the city Computer controlled LED lighting on the exterior of the tower provides a digital visual cultural experience of Seoul with themed lighting presentations 
Seoul,               For a taste of Korean traditional culture and architecture head over to the Bukchon Hanok Village This preserved area of several ancient neighborhoods gives you a feel for what it was like to live in Korea 600 years ago It s right in central Seoul in the area between the Gyeongbokgung Palace and the Changdeokgung Palace 
Seoul,               The neighborhoods feature hanoks or traditional Korean houses It s a unique place as it s a historic area very popular with tourists but it s also a real neighborhood because the houses are all occupied Some of the hanoks are now guesthouses and bed and breakfasts and a few are museums and can be toured Others are cultural centers showcasing traditional crafts and other historic aspects of Korean life 
Seoul,               This is a fun place to spend an afternoon and really gives visitors the feeling of being in ancient Korea due to the historic architecture and narrow streets 
Seoul,               This must see attraction in Seoul showcases the incredible history and artwork of Korea and the Korean people The museum one of the largest in Asia is in the city s Yongsan District close to Itaewon It focuses on archeology history and art and includes a vast collection of works and objects going back more than a million years There are ancient and prehistoric artifacts sculpture paintings and other artwork along with a large collection of objects and antiques 
Seoul,               Before or after your museum visit head down the street to Yongsan Family Park a nice outdoor space to relax Another important museum The War Memorial of Korea is also close by 
Seoul,               One of the newest attractions in Seoul is the Lotte World Tower skyscraper It s 500 meters above the ground and one of the world s tallest currently fifth buildings There are several indoor and outdoor observation areas called Seoul Sky at the top on the 123rd floor Views are spectacular both during the day and at night and you can see 360 degrees around the city 
Seoul,               On the 118th floor there s the Sky Deck with the world s highest glass floor Like magic the floor changes from opaque to clear terrifying unsuspecting visitors Even getting to the top is fun and the journey is done via super fast double decker elevators with windows on one side and LED screens on the other three and the ceiling 
Seoul,               Inside the tower are offices luxury residences and a hotel There s also an aquarium and a large shopping mall The tower is home to a concert hall and a state of the art 21 screen MoviePlex 
Seoul,               First built in 1395 Gyeongbokgung Palace is the largest of Seoul s five grand palaces built during the powerful Joseon dynasty Destroyed and rebuilt several times over the centuries it was restored to its original glory after the Second World War and totally restored in the 1990s 
Seoul,               Within the palace grounds you can also find the National Palace Museum of Korea and the National Folk Museum and both are worth a visit The palace museum is especially fascinating as it presents items from the palaces of the Joseon Dynasty This includes priceless antiques and artwork as well as everyday items for cooking cleaning and daily life The National Folk Museum focuses on items from daily life as well as clothing and dioramas to tell the story of the Korean people since prehistoric times 
Milan,               One of the world s fashion capitals Milan offers endless opportunities for chic shopping Hit the artsy neighborhood of Brera for leather goods and Via Monte Napoleone for exclusive expensive boutiques The enchanting mosaics and glass vaults of Galleria Vittorio Emanuele II make shoppers feel like they re wandering inside a painting 
Milan,               While Milan Milano may not be the first city a tourist thinks of when planning a trip to Italy it has more than its share of attractions not to mention history For all its workaholic reputation as the money and business center of Italy it s a city with an influential 
Milan,               past and a rich cultural heritage Consider that St Augustine was baptized in a basilica that stood at what is now Piazza del Duomo artists Michelangelo and Leonardo da Vinci the composer Verdi the great tenor Enrico Caruso and designer Giorgio Armani all lived and worked here 
Milan,               Toscanini conducted regularly at La Scala Napoleon was crowned actually he crowned himself inside the Duomo Mussolini founded the Fascist party here and the entire fashion world looks to Milan s catwalks twice a year for the season s fashions All this history not to mention 
Milan,               he large Piazza del Duomo in front of the cathedral is Metro hub and you ll find plenty of things to do near the Duomo 
Milan,               The massive Cathedral of Santa Maria Nascente which the Milanese call just Il Duomo is among the world s largest it holds up to 40 000 people and most magnificent churches the ultimate example of the Flamboyant Gothic style It was begun in the 14th century but its fa ade was not completed until the early 1800s under Napoleon The roof is topped b 
Milan,               135 delicately carved stone pinnacles and the exterior is decorated with 2 245 marble statues The dim interior in striking contrast to the brilliant and richly patterned exterior makes a powerful impression with its 52 gigantic pillars The stained glass windows in 
Milan,               are in the south aisle Highlights include the seven branched bronze candelabrum by Nicholas of Verdun c 1200 in the north transept the 16th century tomb of Gian Giacomo Medici and the jeweled gold reliquary of San Carlo Borromeo in the octagonal Borromeo Chapel leading off the crypt Behind the high altar the choir has deeply carved panels and misericords under the seats 
Milan,               In the south sacristy is the treasury with gold and silver work dating from the fourth to the 17th century A walk on the roof of the cathedral is an impressive experience offering views across the city and extending on clear days to the snow covered Alps An elevator ascends all but the last 73 
Milan,               steps to the platform of the dome At the front of the Duomo near the central doorway you can descend under Piazza del Duomo into the foundations of the Basilica di Santa Tecla fourth fifth and seventh century and the fourth century baptistery Battistero di San Giovanni alle Fonti which were discovered during the construction of the Milan Metro system 
Milan,               The Gothic brick church of Santa Maria delle Grazie in the Corso Magenta was begun about 1465 and its massive six sided dome in the finest Early Renaissance style was designed by Bramante one of Italy s most influential Renaissance architects The church and adjoining refectory which holds Leonardo da Vinci s Last Supper were badly damaged in World War II and during the repair work old sgraffito paintings in the dome were brought to light At the end of the north aisle is the Baroque chapel of the Madonna delle Grazie with an altarpiece of the Madonna But the reason most tourists visit Santa Maria delle Grazie is to see da Vinci s most famous work painted on the refectory wall of the former Dominican monastery The Cenacolo Vinciano as it is called here was painted on the wall in tempera between 1495 and 1497 Instead of earlier static representations of Christ s last meal with his disciples Da Vinci presents a dramatic depiction of the scene which was quite novel and marked an important new stage in 
